tourist_arrivals_dataset
tourist_arrivals,,,,,,,,,,,,,,,,,,
date,year,month,quarter,season,monsoon,is_holiday_peak,temp_mean_c,temp_min_c,temp_max_c,rainfall_mm,rainy_days,humidity_pct,typhoon_count,typhoon_max_wind_kt,storm_signal_days,pm25_ugm3,wave_height_m,arrivals
2017-10-01,2017,10,4,Wet,Transition,0,26.18,21.93,30.59,383.2,27,83.9,1,50,3,10.2,1.25,438820
2017-11-01,2017,11,4,Wet,Transition,0,26.07,22.07,29.87,140.4,13,82.6,2,35,4,13.4,1.97,582238
2017-12-01,2017,12,4,Dry,Amihan,1,26.7,23.08,31.6,96.7,9,77.1,1,90,2,16.3,1.15,722639
2018-01-01,2018,1,1,Dry,Amihan,1,27.44,23.59,31.54,105.8,11,77.5,1,35,3,15.6,0.81,894456
2018-02-01,2018,2,1,Dry,Amihan,0,28.05,23.71,32.71,80.2,10,78.4,0,0,0,17.1,0.62,892853
2018-03-01,2018,3,1,Dry,Transition,0,28.68,24.81,32.3,65.9,9,79.1,0,0,0,18.8,0.48,885639
2018-04-01,2018,4,2,Dry,Transition,1,28.56,24.25,32.98,112.9,10,79.1,0,0,0,18.4,1.19,725110
2018-05-01,2018,5,2,Dry,Transition,0,28.8,24.55,32.41,295.6,26,79.9,0,0,0,16.3,1.32,565025
2018-06-01,2018,6,2,Wet,Habagat,0,29.1,25.13,32.78,218.2,17,80.0,1,70,2,16.3,1.71,549480
2018-07-01,2018,7,3,Wet,Habagat,0,28.56,24.73,33.05,224.1,19,81.1,0,0,0,11.3,1.32,653236
2018-08-01,2018,8,3,Wet,Habagat,0,28.23,24.21,33.18,263.1,21,79.5,3,65,8,12.6,2.1,535816
2018-09-01,2018,9,3,Wet,Habagat,0,26.44,22.33,31.2,435.0,29,85.5,2,71,4,12.0,1.93,389264
2018-10-01,2018,10,4,Wet,Transition,0,26.52,22.4,31.28,219.3,18,77.5,4,63,11,10.5,1.99,477901
2018-11-01,2018,11,4,Wet,Transition,0,26.69,23.01,,266.4,21,81.4,2,84,7,13.4,1.3,570350
2018-12-01,2018,12,4,Dry,Amihan,1,26.45,22.05,30.7,125.1,13,78.5,5,93,20,17.8,1.41,747822
2019-01-01,2019,1,1,Dry,Amihan,1,27.02,23.51,31.42,85.6,9,78.9,1,59,4,15.5,0.8,908458
2019-02-01,2019,2,1,Dry,Amihan,0,27.5,23.19,32.04,134.5,13,79.0,0,0,0,17.1,0.46,908963
2019-03-01,2019,3,1,Dry,Transition,0,28.18,24.63,31.84,114.7,10,80.6,0,0,0,20.4,0.57,826319
2019-04-01,2019,4,2,Dry,Transition,1,29.15,25.91,34.15,101.6,12,78.5,0,0,0,22.2,0.91,879620
2019-05-01,2019,5,2,Dry,Transition,0,29.39,26.12,34.01,246.1,16,81.2,0,0,0,21.1,1.41,690989
2019-06-01,2019,6,2,Wet,Habagat,0,28.35,24.28,32.47,194.5,15,84.1,3,36,12,14.1,2.0,557465
2019-07-01,2019,7,3,Wet,Habagat,0,28.37,24.56,32.8,315.9,23,81.2,5,97,10,10.2,2.29,507886
2019-08-01,2019,8,3,Wet,Habagat,0,28.13,24.01,32.34,492.4,31,85.0,3,75,9,5.3,2.3,370792
2019-09-01,2019,9,3,Wet,Habagat,0,27.2,23.16,31.53,254.4,23,83.1,2,90,2,10.3,1.79,465400
2019-10-01,2019,10,4,Wet,Transition,0,26.65,22.52,30.58,314.9,24,81.9,2,80,4,11.9,1.91,539696
2019-11-01,2019,11,4,Wet,Transition,0,26.42,22.97,30.88,154.2,15,77.4,4,78,11,14.3,1.99,619365
2019-12-01,2019,12,4,Dry,Amihan,1,26.66,22.86,31.57,145.4,15,81.4,2,87,6,14.6,0.93,931699
2020-01-01,2020,1,1,Dry,Amihan,1,27.37,23.55,31.66,76.6,9,80.1,1,61,2,19.2,1.13,1041025
2020-02-01,2020,2,1,Dry,Amihan,0,28.04,24.78,32.99,87.4,8,80.2,0,0,0,18.7,0.3,1090211
2020-03-01,2020,3,1,Dry,Transition,0,27.95,24.21,32.86,99.8,9,79.2,1,52,2,18.9,1.14,16613
2020-04-01,2020,4,2,Dry,Transition,1,29.55,26.15,33.21,124.2,14,82.0,1,98,3,17.5,1.16,17988
2020-05-01,2020,5,2,Dry,Transition,0,28.6,25.0,33.39,242.4,20,83.0,0,0,0,16.5,1.1,13707
2020-06-01,2020,6,2,Wet,Habagat,0,29.58,25.83,33.95,304.1,23,81.3,4,71,13,17.6,2.0,11393
2020-07-01,2020,7,3,Wet,Habagat,0,28.22,23.91,31.98,219.1,16,81.7,3,80,7,15.4,1.85,11293
2020-08-01,2020,8,3,Wet,Habagat,0,27.03,23.37,30.75,311.1,22,85.5,2,71,6,11.1,2.04,9913
2020-09-01,2020,9,3,Wet,Habagat,0,27.28,23.41,31.44,200.0,16,80.4,1,84,4,12.0,1.95,12011
2020-10-01,2020,10,4,Wet,Transition,0,26.09,22.09,31.09,160.1,13,81.7,0,0,0,11.0,1.46,14832
2020-11-01,2020,11,4,Wet,Transition,0,26.13,22.24,29.95,147.2,12,79.8,2,47,4,15.2,1.52,15908
2020-12-01,2020,12,4,Dry,Amihan,1,27.17,23.34,31.2,103.0,10,80.7,1,57,2,15.3,0.8,23001
2021-01-01,2021,1,1,Dry,Amihan,1,27.27,24.02,32.14,90.9,12,75.1,1,54,2,14.9,0.85,20349
2021-02-01,2021,2,1,Dry,Amihan,0,27.57,24.11,31.68,61.9,9,80.8,0,0,0,20.5,0.62,19903
2021-03-01,2021,3,1,Dry,Transition,0,28.85,25.38,33.22,65.6,7,78.4,0,0,0,21.8,1.01,18481
2021-04-01,2021,4,2,Dry,Transition,1,29.18,25.53,32.91,150.2,15,80.8,1,88,2,21.7,1.02,18909
2021-05-01,2021,5,2,Dry,Transition,0,28.86,25.31,33.36,157.9,12,83.1,0,0,0,17.0,1.02,16325
2021-06-01,2021,6,2,Wet,Habagat,0,28.73,25.51,33.46,159.9,15,75.6,2,74,4,19.2,1.84,13930
2021-07-01,2021,7,3,Wet,Habagat,0,28.68,25.32,32.96,198.6,15,81.7,0,0,0,15.3,1.62,16068
2021-08-01,2021,8,3,Wet,Habagat,0,27.34,23.28,31.23,215.5,17,79.7,2,37,4,16.2,1.81,13799
2021-09-01,2021,9,3,Wet,Habagat,0,26.34,22.02,30.67,352.9,24,82.9,2,98,4,10.6,1.92,11509
2021-10-01,2021,10,4,Wet,Transition,0,27.24,23.43,31.56,217.5,17,80.4,3,120,6,11.6,1.91,14961
2021-11-01,2021,11,4,Wet,Transition,0,26.51,22.19,31.27,300.3,23,77.6,2,53,7,10.0,1.47,15115
2021-12-01,2021,12,4,Dry,Amihan,1,26.57,22.28,30.51,128.8,12,77.6,2,36,3,14.2,1.26,22040
2022-01-01,2022,1,1,Dry,Amihan,1,26.92,23.66,31.01,111.9,9,82.2,0,0,0,17.3,0.62,135420
2022-02-01,2022,2,1,Dry,Amihan,0,28.27,24.22,32.76,107.1,13,77.0,0,0,0,18.4,0.71,168768
2022-03-01,2022,3,1,Dry,Transition,0,28.25,24.45,32.54,79.5,8,77.2,2,65,7,22.4,0.98,158508
2022-04-01,2022,4,2,Dry,Transition,1,28.57,25.2,32.63,236.4,20,79.6,1,65,2,19.6,1.04,177426
2022-05-01,2022,5,2,Dry,Transition,0,30.06,26.75,34.19,202.4,19,79.3,1,48,1,16.4,1.3,222436
2022-06-01,2022,6,2,Wet,Habagat,0,29.91,25.94,34.17,245.2,20,84.2,5,52,13,13.0,2.43,177691
2022-07-01,2022,7,3,Wet,Habagat,0,28.42,24.34,32.37,279.4,22,82.4,2,89,5,13.7,1.96,199878
2022-08-01,2022,8,3,Wet,Habagat,0,27.43,23.47,32.29,399.9,30,81.7,2,106,8,10.2,2.1,178713
2022-09-01,2022,9,3,Wet,Habagat,0,26.99,23.69,30.86,557.4,30,84.5,3,91,6,12.5,1.98,167309
2022-10-01,2022,10,4,Wet,Transition,0,27.23,23.66,31.55,184.8,16,81.1,2,41,7,14.2,1.71,275363
2022-11-01,2022,11,4,Wet,Transition,0,26.83,23.13,31.3,137.3,14,78.3,2,72,5,16.2,1.57,366942
2022-12-01,2022,12,4,Dry,Amihan,1,27.51,24.06,31.33,177.9,12,80.5,3,66,8,15.6,1.36,481194
2023-01-01,2023,1,1,Dry,Amihan,1,26.8,23.15,31.75,77.5,10,76.5,1,89,3,18.1,1.09,497207
2023-02-01,2023,2,1,Dry,Amihan,0,28.25,24.75,33.17,73.4,8,79.4,0,0,0,19.5,0.68,572470
2023-03-01,2023,3,1,Dry,Transition,0,28.39,24.57,33.14,104.8,13,77.1,0,0,0,21.1,0.66,553769
2023-04-01,2023,4,2,Dry,Transition,1,28.65,24.5,32.86,153.3,14,77.6,0,0,0,21.6,0.78,468765
2023-05-01,2023,5,2,Dry,Transition,0,28.62,25.29,32.88,220.6,16,81.1,0,0,0,15.7,0.89,422604
2023-06-01,2023,6,2,Wet,Habagat,0,29.11,25.69,33.85,303.6,23,84.8,2,115,5,12.4,1.81,335023
2023-07-01,2023,7,3,Wet,Habagat,0,28.0,24.11,,198.1,16,82.0,2,42,5,15.2,1.82,366927
2023-08-01,2023,8,3,Wet,Habagat,0,28.13,24.27,32.65,269.9,21,77.8,2,65,4,10.9,1.87,352801
2023-09-01,2023,9,3,Wet,Habagat,0,27.6,23.95,32.53,228.2,17,78.6,0,0,0,10.5,1.42,356960
2023-10-01,2023,10,4,Wet,Transition,0,26.28,22.04,31.25,197.9,18,78.4,4,75,12,12.6,2.04,339525
2023-11-01,2023,11,4,Wet,Transition,0,26.97,23.5,31.86,153.1,14,79.8,4,93,5,15.2,1.61,398294
2023-12-01,2023,12,4,Dry,Amihan,1,26.59,23.13,30.34,207.2,17,79.6,2,99,4,14.7,1.07,488794
2024-01-01,2024,1,1,Dry,Amihan,1,28.01,24.52,32.73,53.3,9,73.7,0,0,0,22.3,0.85,717802
2024-02-01,2024,2,1,Dry,Amihan,0,27.33,23.26,31.36,75.2,10,80.2,0,0,0,22.5,0.68,632568
2024-03-01,2024,3,1,Dry,Transition,0,28.44,24.29,33.14,91.8,11,78.7,0,0,0,18.5,1.06,551851
2024-04-01,2024,4,2,Dry,Transition,1,29.12,24.94,33.09,128.4,10,79.9,0,0,0,19.8,0.61,715959
2024-05-01,2024,5,2,Dry,Transition,0,29.57,25.37,34.11,190.4,14,82.5,0,0,0,19.9,1.25,554785
2024-06-01,2024,6,2,Wet,Habagat,0,28.5,24.15,32.58,219.7,18,82.9,2,99,4,13.2,1.89,434407
2024-07-01,2024,7,3,Wet,Habagat,0,28.8,25.25,32.84,241.9,20,82.1,2,65,5,12.6,2.11,426872
2024-08-01,2024,8,3,Wet,Habagat,0,27.69,23.96,31.35,207.7,16,78.5,3,70,8,12.7,2.36,372795
2024-09-01,2024,9,3,Wet,Habagat,0,27.78,23.65,31.59,221.5,16,82.5,4,110,9,13.1,2.29,352074
2024-10-01,2024,10,4,Wet,Transition,0,26.83,22.97,31.3,162.2,13,78.5,2,79,1,14.3,1.76,431806
2024-11-01,2024,11,4,Wet,Transition,0,26.79,23.4,31.54,145.2,13,79.6,4,118,11,15.9,1.94,506325
2024-12-01,2024,12,4,Dry,Amihan,1,26.38,23.12,31.04,123.8,11,76.2,4,78,10,16.6,1.56,603723
2025-01-01,2025,1,1,Dry,Amihan,1,27.82,24.24,31.96,108.9,11,78.7,0,0,0,15.7,0.75,679903
2025-02-01,2025,2,1,Dry,Amihan,0,27.72,23.52,32.72,54.0,6,78.0,0,0,0,17.8,0.62,714523
2025-03-01,2025,3,1,Dry,Transition,0,29.15,25.24,33.88,61.9,10,78.4,0,0,0,20.8,0.52,686136
2025-04-01,2025,4,2,Dry,Transition,1,29.04,24.92,32.83,86.1,9,80.9,1,61,3,20.0,1.36,659670
2025-05-01,2025,5,2,Dry,Transition,0,28.51,24.31,32.37,172.4,16,80.1,0,0,0,17.8,1.29,544482
2025-06-01,2025,6,2,Wet,Habagat,0,29.14,25.51,33.04,194.0,19,78.6,2,56,7,15.1,1.6,547908
2025-07-01,2025,7,3,Wet,Habagat,0,28.81,25.13,33.27,290.3,20,82.0,4,82,13,10.8,2.33,426914
2025-08-01,2025,8,3,Wet,Habagat,0,27.63,23.54,31.98,287.5,22,84.4,6,74,14,9.4,2.51,356689
2025-09-01,2025,9,3,Wet,Habagat,0,27.66,24.04,32.18,269.9,21,80.8,1,58,2,15.6,1.31,478074
2025-10-01,2025,10,4,Wet,Transition,0,26.8,23.33,31.52,267.6,20,84.1,2,84,4,11.6,1.62,494136
2025-11-01,2025,11,4,Wet,Transition,0,26.44,23.19,30.52,264.2,18,79.8,6,81,12,12.9,2.12,418096
2025-12-01,2025,12,4,Dry,Amihan,1,26.97,23.32,30.9,159.9,16,78.4,4,92,9,14.9,1.77,640423
